new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,0,0,0,1,50,1,6,78364.8
2,0,1,0,1,100,16,0,4908.6
1,1,1,1,0,70,32,8,103518.0
1,0,0,1,0,20,64,0,17712.2
3,0,0,1,0,40,4096,8,38312.2
5,0,1,0,0,40,512,2,9136.2
5,0,0,0,0,50,512,0,9142.0
5,0,1,0,0,0,1024,6,47735.4
1,0,0,0,0,70,4096,8,100573.8
3,1,1,0,1,90,128,2,12326.8
3,1,1,1,1,70,1024,2,12158.4
5,1,1,0,0,40,2048,6,47559.0
1,1,0,1,0,40,1024,6,90978.8
1,1,1,0,0,20,64,6,89884.4
5,1,0,0,0,30,512,8,121600.8
2,0,1,1,0,0,1024,2,17783.0
3,0,0,0,0,100,64,10,48376.8
2,0,0,0,1,80,32,10,99687.2
4,0,1,1,1,30,8,2,35843.8
2,0,1,1,1,30,64,10,103495.8
2,1,1,0,0,40,64,10,101486.2
5,0,1,0,1,70,8,4,9110.0
2,1,1,0,0,0,1024,6,82194.4
4,0,0,1,1,30,4,8,123758.8
2,1,1,0,1,90,1024,2,4653.0
3,0,0,0,0,70,1024,2,12377.4
4,0,1,1,0,40,2048,6,49282.2
3,0,1,1,1,70,4,8,37517.0
4,0,1,1,1,60,1,8,123535.6
4,0,1,0,1,30,16,4,13480.6
4,1,0,1,1,60,128,2,35825.8
2,0,1,0,0,40,4096,4,4577.0
5,1,1,0,0,0,1024,2,9277.0
3,1,0,1,1,20,1024,2,12244.4
5,0,0,0,1,30,4096,6,47618.8
3,1,1,1,1,20,16,2,12329.4
4,1,1,0,1,40,512,8,40689.8
1,0,0,0,1,20,4096,2,17763.2
4,1,1,0,0,50,4096,10,113696.4
3,0,1,0,1,20,512,2,12223.2
5,1,0,0,0,20,32,2,9267.8
1,0,1,0,1,20,1024,8,101388.0
4,0,0,0,1,40,512,8,40803.8
4,0,0,0,1,60,32,8,40185.6
4,1,1,0,1,0,512,2,11874.0
1,0,0,1,0,0,128,2,17959.2
3,0,1,1,0,20,512,2,12156.4
3,1,1,1,1,20,128,2,12136.4
2,1,1,1,1,90,1024,6,91058.4
5,1,0,0,0,10,1,4,9110.8
3,0,0,1,0,100,1024,10,48486.6
5,1,1,1,0,20,512,8,121553.6
5,0,1,0,0,20,8,2,9111.6
5,1,0,1,0,10,128,4,9165.6
2,0,1,0,1,30,2,4,12785.4
5,1,0,1,1,20,1,2,9080.8
3,1,0,0,0,10,16,6,11844.6
5,1,0,1,0,10,32,8,121388.8
4,1,0,1,0,0,1,8,115787.4
1,0,1,1,1,0,1,10,131765.8
2,1,1,0,0,40,4096,8,101515.8
1,1,1,0,1,80,128,2,17977.2
5,0,0,0,1,90,64,10,302024.0
5,0,0,0,0,40,512,2,9182.0
3,0,1,1,0,100,256,6,10561.6
1,1,0,0,0,10,128,2,17700.8
5,1,1,1,1,10,4096,8,121485.0
5,1,0,1,0,80,512,8,121876.8
4,0,0,0,1,30,1024,4,13251.6
3,1,1,0,0,30,1,4,14369.0
5,1,1,0,0,10,256,8,121718.2
1,1,1,1,0,70,32,0,17843.8
1,1,1,0,0,100,256,6,89091.4
3,0,0,1,1,80,128,2,12192.2
3,0,1,1,0,10,32,8,39395.8
5,0,1,1,0,70,2048,2,9152.6
2,1,0,0,0,0,256,10,85460.8
4,0,1,0,0,60,4,0,9424.6
4,1,0,0,1,40,512,2,8969.2
5,1,0,1,1,30,1024,0,9263.6
3,1,0,0,0,100,128,0,12317.6
4,1,1,1,1,40,4,6,48890.8
3,0,1,0,1,50,64,10,48789.2
3,1,1,0,0,60,4,8,37455.0
5,1,0,1,0,70,32,8,122092.8
1,1,0,1,0,70,4,2,17713.8
3,0,0,0,1,30,8,0,12534.0
3,1,0,1,1,50,512,8,38131.6
2,0,0,0,1,0,512,2,11436.0
5,1,0,1,0,80,1,10,298288.4
3,0,1,0,1,70,256,4,12126.6
5,0,1,0,1,40,1,10,298094.4
1,1,0,0,0,100,2,0,17701.2
4,1,0,0,0,30,128,0,9009.4
1,1,0,0,0,70,128,2,17741.2
3,0,0,1,0,100,256,10,48415.6
2,1,0,0,0,100,32,6,87855.2
3,0,0,0,1,40,16,0,12368.0
3,1,0,0,0,80,8,0,12574.8
3,0,1,0,0,0,8,0,15886.4
