new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,1,1,1,0,90,1024,6,47582.4
3,0,1,1,1,60,1,0,14293.6
2,0,1,1,1,50,128,4,11870.8
3,1,0,1,1,40,8,6,12213.4
2,0,0,1,1,20,4096,4,12248.0
3,1,1,1,1,40,4096,0,12224.8
1,0,0,1,1,100,32,8,103504.2
5,1,1,1,1,40,4096,4,9154.4
4,1,0,0,0,80,32,2,8982.0
1,0,1,0,1,100,64,6,89867.6
2,1,1,0,1,10,16,6,85582.2
4,1,0,1,1,100,512,2,35820.6
5,0,1,0,0,40,1024,8,121769.4
3,0,0,1,1,90,16,2,12256.4
3,1,0,1,0,20,2048,6,10955.8
4,0,0,0,1,70,32,0,8930.6
2,0,1,0,1,10,16,6,85841.6
4,0,1,0,1,40,32,8,41357.8
5,0,1,1,1,80,2,4,9180.8
1,1,0,1,0,50,2048,2,17767.0
3,1,0,1,1,0,128,6,20987.0
3,1,0,0,0,20,16,4,12359.8
2,0,0,1,1,70,256,2,17673.0
4,1,1,0,0,100,512,2,8900.4
3,0,0,1,1,100,64,0,12211.8
2,1,0,1,0,70,32,6,92104.2
3,0,0,1,1,10,1024,4,12583.0
5,0,1,0,1,20,2048,2,9122.8
1,0,1,1,1,60,2048,2,17719.6
1,1,1,1,0,60,512,10,102790.6
3,0,0,0,1,20,2048,2,12167.2
3,0,1,1,1,50,1024,6,10746.2
3,0,1,1,1,0,2048,8,44231.8
3,0,1,0,1,30,64,0,12088.2
4,1,0,1,0,100,16,10,415115.6
3,1,0,1,1,100,8,0,12696.8
2,1,0,1,1,100,2,0,17715.0
3,1,1,1,0,0,2,4,15903.2
4,0,1,0,0,100,32,4,12870.2
5,0,0,1,1,60,4,2,9227.2
3,1,0,0,1,70,64,6,10694.4
3,0,1,0,1,0,1,6,20743.6
5,0,0,0,0,40,4,2,9211.8
5,0,0,0,1,20,16,2,9182.8
4,0,1,0,0,60,32,4,13033.4
5,0,1,0,0,100,32,6,47649.8
5,0,1,0,1,100,16,10,298869.2
1,0,1,0,1,30,64,8,100786.6
4,0,1,0,0,60,32,4,13033.4
1,0,1,1,1,20,2048,10,103935.4
5,0,0,0,0,60,256,2,9193.2
5,1,0,1,1,30,4,2,9134.2
1,0,1,1,0,20,4,6,103498.4
2,0,1,0,0,90,2048,8,100745.0
2,1,1,0,1,40,32,2,4948.4
2,0,1,0,0,80,8,6,76549.6
4,0,1,1,1,70,64,4,43569.0
5,1,0,0,0,90,32,6,47631.2
5,0,0,0,0,50,2048,6,47548.6
5,1,1,0,1,50,1,4,9124.4
4,1,1,1,1,90,64,2,35459.0
4,1,1,0,0,40,32,4,13174.0
4,1,0,1,1,30,16,8,124288.8
5,1,1,0,1,80,16,4,9335.0
1,1,0,0,1,0,16,0,17932.4
2,1,0,0,0,40,2048,4,4601.0
4,0,1,0,1,90,32,0,8911.6
5,1,1,1,0,100,1,4,9177.2
5,0,1,0,0,0,128,4,9312.8
1,1,0,0,0,10,128,6,88337.4
5,0,1,1,0,90,32,0,9218.4
5,1,0,0,1,60,1,4,9168.0
2,1,1,0,0,40,2048,2,4849.0
1,0,1,0,1,80,2048,2,17715.0
5,1,0,1,1,70,1,8,120848.4
4,0,1,0,0,70,4,2,9348.4
2,1,1,0,1,30,16,4,4717.6
5,0,1,1,0,30,128,2,9154.4
5,0,1,1,1,90,64,4,9161.2
4,1,1,1,1,40,2048,0,35902.2
4,1,1,1,1,90,128,0,35650.4
2,0,1,1,0,80,2,4,13348.8
3,1,1,0,1,100,16,2,12275.4
1,0,1,0,0,30,512,8,100589.6
5,0,1,1,1,50,16,4,9221.8
5,1,1,1,1,90,2,0,9165.6
3,1,0,1,1,40,128,6,10643.2
3,0,1,0,0,30,2048,2,12315.8
4,0,1,0,0,70,1024,6,19459.0
5,0,0,1,1,40,1,2,9103.0
3,0,0,0,0,40,8,6,12090.8
2,0,0,1,1,50,128,6,90926.0
5,1,1,1,0,0,16,4,9289.4
4,1,0,1,1,0,2048,6,40997.8
2,0,1,1,0,10,4,8,114225.6
1,0,0,0,1,70,1024,6,88492.0
5,0,1,1,1,80,1,8,120845.6
5,0,1,0,1,20,16,0,9143.4
4,1,1,1,1,10,1,8,123178.0
4,0,0,0,0,0,16,2,11899.2
