new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,0,1,0,70,32,0,17756.2
2,1,1,0,1,100,4,6,72740.8
5,1,0,0,0,0,32,2,9288.0
1,0,1,0,1,100,16,0,17703.6
4,1,0,0,0,40,1,6,34905.4
5,1,1,0,0,20,2,0,9139.2
5,1,0,0,1,40,1024,2,9176.0
2,1,1,1,1,10,128,6,93696.0
2,1,1,0,1,80,64,6,89174.6
2,1,1,1,1,30,1,6,116380.6
1,0,0,1,0,70,1024,0,17725.2
5,1,0,0,1,40,32,2,9163.8
2,1,1,0,1,100,2,4,12747.2
1,1,1,0,1,80,64,6,90042.0
5,0,0,1,1,0,64,0,9254.4
2,0,0,1,0,50,32,10,103658.4
5,1,1,0,1,80,16,10,299494.2
1,1,1,0,0,90,2048,6,88531.6
3,0,0,0,0,70,1024,2,12377.4
1,0,1,1,1,20,64,6,91737.6
5,1,1,0,1,90,256,0,9181.2
1,1,1,0,1,90,4,8,80945.6
2,1,1,1,0,40,2,4,13270.6
1,1,0,0,1,100,1024,0,17739.8
5,0,0,0,0,0,128,8,121157.2
2,0,1,1,1,60,512,4,11848.4
3,0,0,1,1,80,1024,8,38072.4
1,0,1,0,1,0,32,4,18507.2
5,1,1,1,0,40,4096,2,9222.6
1,1,0,1,1,80,32,6,91844.2
2,1,1,1,1,80,512,10,102681.4
2,0,0,0,1,60,2048,0,4727.8
4,0,0,1,1,40,4,4,43288.6
4,1,0,1,0,30,16,0,35879.8
5,1,0,0,1,60,256,10,302305.6
1,1,1,1,1,70,256,0,17734.6
5,0,1,0,0,100,128,0,9133.2
1,1,1,0,1,90,256,0,17745.0
2,0,1,0,1,60,512,8,101621.2
2,0,0,1,1,100,1024,4,11782.0
2,0,1,0,0,100,1,0,11213.8
2,1,0,0,0,70,32,10,99950.8
4,1,1,1,0,30,1,4,42651.6
4,1,1,1,0,20,1024,4,43126.0
4,1,0,0,1,30,1024,4,13196.6
5,1,1,0,1,90,2048,0,9131.4
1,1,1,0,0,10,16,4,12378.4
2,1,0,0,0,70,8,6,76861.2
2,0,0,0,0,80,2048,0,4702.6
5,1,1,1,0,0,16,0,9190.4
2,1,0,0,1,30,32,2,4960.2
2,1,1,1,1,90,2048,8,102925.6
5,0,1,0,0,80,2048,8,121294.4
2,1,1,1,0,20,1024,0,17652.8
5,1,0,1,1,100,256,6,47686.4
4,1,1,0,0,80,64,4,12751.6
5,1,0,0,1,10,1024,4,9160.0
3,0,0,0,0,90,4096,10,48474.4
5,1,1,0,1,40,16,8,122068.4
2,0,1,0,0,0,256,2,11392.4
4,1,1,0,1,100,4,8,51707.2
5,1,0,0,1,60,32,4,9216.2
2,0,0,0,1,70,32,6,88394.6
5,1,0,1,0,100,128,8,122253.4
5,1,0,0,0,30,4096,2,9142.2
2,1,0,0,0,50,4096,6,89578.8
3,1,1,0,0,0,256,0,15878.6
5,0,1,0,0,90,1024,8,121725.6
4,1,0,0,1,10,2048,4,13918.8
2,1,1,1,1,10,8,2,17634.0
5,0,0,0,1,30,1024,10,301860.8
4,1,1,1,1,90,64,2,35459.0
3,1,1,0,1,60,32,4,12198.6
1,0,1,1,1,70,16,2,17900.2
2,1,1,1,0,30,2048,4,11984.2
4,0,0,0,1,70,2048,2,8923.6
2,1,0,1,1,30,4096,4,11979.8
4,1,0,0,0,60,64,2,8934.2
5,0,0,0,1,10,32,4,9157.8
4,1,0,0,1,70,32,4,12962.0
2,1,0,1,0,100,4,4,12423.2
5,1,0,1,0,20,64,2,9230.6
5,0,0,0,1,90,512,6,47841.4
5,0,0,1,0,50,32,8,121252.6
2,0,0,0,1,10,1024,4,5764.6
2,0,0,1,1,30,2,4,13309.8
4,1,1,1,0,30,1024,6,49267.8
1,1,1,1,0,40,1024,2,17689.0
1,0,0,0,1,70,4,10,80784.6
5,0,0,0,1,70,2048,2,9188.0
2,0,0,1,1,10,1024,4,12412.4
5,0,0,0,0,20,512,4,9272.8
2,0,0,0,0,10,64,6,88247.2
5,0,0,0,0,70,1024,2,9115.2
4,0,0,0,0,10,2048,10,144371.4
4,0,1,0,1,80,2,4,15535.0
2,1,0,0,1,0,8,2,11402.8
5,1,1,1,0,70,128,4,9137.4
3,0,0,0,1,90,256,6,10667.8
3,0,0,1,1,90,128,0,12227.0
