new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,0,0,1,0,4096,8,121250.6
3,0,1,1,0,60,32,10,48230.2
3,1,1,1,0,20,4,8,37591.0
3,0,1,0,0,20,128,2,12167.0
5,1,0,0,0,40,2048,4,9199.0
4,1,1,0,1,80,128,4,12838.6
5,1,1,0,0,20,4096,4,9119.2
4,0,1,0,1,40,512,4,13071.6
5,1,1,0,0,0,256,8,121335.6
3,0,1,1,0,60,1,2,14209.8
5,0,0,0,0,20,128,8,121112.4
4,1,0,0,1,90,512,10,111805.8
5,0,0,1,0,0,4,4,9230.0
3,0,1,1,0,20,2,8,39147.4
1,0,1,0,0,70,8,10,86386.4
2,0,0,0,1,10,128,2,5760.6
5,1,0,1,0,10,2,4,9184.6
4,1,1,1,0,100,32,10,415618.8
5,0,0,1,1,20,2048,8,121298.6
3,0,1,0,1,0,16,2,16042.6
3,0,1,0,1,50,2048,8,38021.2
5,0,1,1,0,20,32,2,9156.4
5,1,0,0,0,30,4096,0,9277.4
5,1,0,0,0,10,32,4,9203.8
5,0,1,0,1,80,64,10,300709.2
2,1,0,1,0,60,2,8,117177.4
3,0,1,0,1,90,64,6,10484.4
3,0,0,0,1,70,16,6,11172.8
5,1,1,1,1,0,1024,10,299017.6
3,0,0,1,1,50,64,8,38008.6
2,1,0,0,1,60,16,6,84832.8
5,0,1,0,0,50,32,0,9144.4
1,0,1,1,1,10,32,2,17796.0
4,0,0,1,1,50,16,2,35877.2
3,0,0,0,0,10,32,2,12380.2
3,0,1,0,0,50,2,6,15997.4
3,1,1,1,0,0,4096,8,44305.2
4,0,0,0,1,90,512,2,8917.2
5,1,1,0,0,60,512,8,122213.2
5,0,0,0,1,0,1024,8,121608.4
5,0,1,1,1,0,32,2,9252.2
4,0,0,1,1,30,1,6,48610.4
3,0,1,1,0,70,32,8,38022.2
5,1,0,0,0,50,512,2,9254.0
5,0,1,0,1,70,1024,2,9127.0
4,0,0,0,1,90,4,4,14657.6
3,1,1,1,0,20,512,10,49174.2
2,0,1,0,1,70,32,0,4777.4
1,1,1,0,1,50,16,0,17753.4
4,1,0,1,0,90,2,8,124201.0
4,1,1,1,1,20,8,4,43279.6
4,1,1,0,1,70,4,8,51481.8
3,1,1,1,1,60,2,10,49355.4
3,1,1,0,0,50,128,4,12236.2
5,1,1,0,1,0,32,0,9300.2
1,0,0,1,1,70,32,8,103542.0
5,0,1,0,1,10,8,2,9120.8
5,1,0,1,0,70,1,2,9124.2
3,0,0,0,1,100,4,10,46633.6
2,1,1,0,1,50,2,0,7460.6
1,0,0,0,1,0,32,0,17950.4
2,1,0,1,1,0,64,0,17804.0
3,0,0,0,1,60,1024,0,12203.8
3,0,1,0,0,80,4,10,46818.2
4,0,0,0,1,10,32,0,9250.6
3,1,1,1,1,70,8,8,37292.6
4,1,1,0,0,50,2,0,9526.2
4,1,0,0,0,100,128,0,8928.8
5,1,0,1,1,100,16,2,9150.8
2,1,0,1,1,70,32,10,103487.8
4,0,1,1,0,60,2048,8,125279.4
2,0,1,0,1,10,64,0,5758.2
2,0,1,1,0,50,4096,4,11874.2
5,0,0,1,1,60,32,8,121417.8
1,0,1,0,0,30,4,8,80934.6
3,0,1,0,0,30,128,0,11945.0
3,1,1,0,0,100,64,2,12227.6
1,1,0,0,1,0,8,0,17946.8
5,1,0,0,0,90,16,2,9244.6
2,1,0,1,1,100,512,10,102875.2
4,1,0,0,0,70,2,2,9552.0
2,0,1,1,0,30,256,0,17664.6
1,0,1,0,1,40,32,8,100048.4
2,1,1,0,0,50,64,0,4873.0
3,1,0,1,0,90,4,2,13002.2
1,0,1,0,1,80,16,8,95405.0
5,0,1,1,1,100,8,0,9135.2
4,0,0,0,1,30,32,8,41269.8
3,1,0,1,0,40,4,4,12876.8
5,1,0,0,1,100,4096,2,9169.0
2,0,0,0,1,40,512,0,4880.8
4,0,0,1,0,20,2,4,43168.4
3,1,0,1,0,90,4,0,12826.2
1,0,1,1,0,10,2,2,17654.6
4,0,1,1,1,30,128,8,124611.6
3,0,1,1,1,50,8,4,12493.6
5,0,1,1,1,60,1,4,9143.4
3,0,1,0,0,70,4,0,12856.8
2,1,1,0,0,50,2048,10,101133.6
4,1,1,0,1,100,128,2,8893.8
