new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,1,1,0,80,128,6,47457.0
3,0,1,0,1,60,128,2,12042.2
5,0,0,0,1,40,64,10,302390.0
4,1,0,1,1,100,512,4,43608.6
5,0,1,0,0,10,256,6,47399.6
1,0,1,1,1,70,8,6,98148.4
1,1,1,1,1,50,64,2,17904.8
2,1,1,0,1,60,4,6,73078.0
2,1,0,0,0,80,2048,6,85417.2
4,0,1,1,1,30,16,6,49141.6
4,1,1,1,1,70,512,8,125106.8
2,1,1,0,1,60,32,10,99535.8
4,0,1,1,1,20,128,2,35574.4
4,1,0,1,1,100,64,2,35950.8
5,0,0,0,1,60,256,6,47777.0
5,1,0,0,0,10,256,6,47499.8
3,0,1,0,0,70,64,2,12177.8
2,1,1,0,1,100,64,2,4651.2
1,0,0,0,1,70,1,6,78539.8
5,1,1,0,1,60,8,0,9221.0
2,0,1,0,1,50,4096,10,101612.2
3,1,0,0,1,80,32,4,12062.4
4,1,1,1,1,60,64,2,35789.6
5,1,1,1,0,40,4096,2,9222.6
4,1,1,0,0,60,64,2,8944.6
2,1,1,0,1,50,4096,6,89078.4
4,1,0,0,0,80,1,4,20233.2
3,0,1,1,1,70,64,2,12235.8
1,1,0,0,0,60,8,10,86000.2
5,1,1,0,1,20,64,0,9192.2
5,1,0,1,0,70,32,10,299439.4
1,0,1,0,0,100,1024,0,17677.6
5,1,1,1,1,60,8,10,299124.8
5,1,0,0,1,60,4096,0,9171.8
3,0,1,0,1,70,64,6,10662.0
4,1,1,0,0,20,1,2,10057.4
4,0,1,0,1,40,2,8,59164.2
2,0,1,1,1,70,32,10,103582.6
4,0,0,1,1,70,4096,8,125029.2
2,0,1,1,0,70,1024,2,17717.4
5,1,0,0,0,100,1,2,9175.4
1,1,0,1,0,20,2,8,117763.0
3,0,0,1,0,60,4096,6,10622.0
1,1,1,1,1,20,1,2,17635.8
3,0,1,0,1,100,32,10,48029.6
1,0,1,0,1,70,2048,2,17727.6
4,1,0,0,0,60,1024,8,39051.2
1,0,1,1,0,10,8,2,17711.0
3,1,0,1,0,10,8,2,12542.2
2,0,1,0,0,70,1024,6,84668.4
2,1,0,0,0,70,2,2,7473.2
2,0,0,1,1,50,1024,6,90910.8
4,0,1,0,0,60,4,6,23712.8
1,1,0,0,1,90,256,2,17867.6
5,0,1,0,0,20,16,0,9157.2
5,1,0,0,0,100,4,2,9158.8
4,1,1,0,0,10,256,10,144374.2
1,0,0,1,0,70,1024,10,103014.2
5,1,1,0,1,90,1,6,47324.8
1,0,0,0,0,50,32,4,11838.0
2,1,1,0,1,30,4096,2,4842.4
2,1,0,1,0,100,32,0,17673.8
1,0,0,1,0,70,1024,4,11828.2
2,1,0,1,1,80,32,0,17694.4
2,0,0,1,1,20,1024,2,17637.6
3,1,1,0,0,60,512,2,12110.0
2,1,0,1,1,90,128,6,91072.6
5,0,1,1,0,40,1024,4,9098.4
4,1,0,0,1,90,128,6,19126.4
1,1,0,1,0,50,2,2,17738.8
4,1,0,1,1,50,4096,4,43626.0
1,1,0,0,0,60,4,2,17767.4
1,0,0,1,0,20,4096,6,91723.0
2,1,1,1,1,90,512,2,17670.0
5,0,1,0,0,100,4096,2,9215.8
3,1,0,0,1,90,8,10,47379.6
3,1,1,1,0,50,1024,2,12125.8
2,1,0,0,0,80,4096,10,101482.2
3,0,0,1,0,60,512,4,12009.6
5,1,0,1,0,70,1024,6,47724.8
2,1,0,1,0,60,64,6,90800.4
5,0,1,1,0,90,2048,0,9149.4
2,0,0,0,1,50,4096,4,4558.6
2,0,0,0,0,90,4096,2,4702.2
5,0,0,0,0,60,2,2,9200.0
3,1,1,0,0,30,2,0,13325.6
4,0,1,1,0,60,512,2,35915.0
3,0,1,1,1,50,4096,0,12210.0
5,0,0,1,0,40,4096,8,122008.6
3,1,1,0,1,50,512,4,12393.4
3,1,1,1,1,30,4096,6,10611.4
5,0,0,1,0,30,4096,2,9168.6
1,1,0,1,0,30,64,6,91499.8
3,0,0,0,1,100,8,8,37585.4
5,0,1,1,1,20,2,10,299959.4
1,0,0,0,0,80,4096,8,101393.0
1,0,0,1,0,40,256,0,17692.8
3,0,1,0,1,90,1,10,50337.8
3,1,1,0,1,40,2048,0,12240.2
5,0,0,0,1,60,8,0,9240.8
