new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,1,0,0,1,80,128,4,12316.4
4,0,0,1,0,30,64,0,35626.8
5,1,0,0,0,60,8,0,9208.4
3,1,1,1,0,80,128,8,38031.4
5,0,1,0,1,10,2048,2,9229.6
5,0,1,1,0,90,128,8,121501.8
2,1,1,1,0,0,128,0,17749.6
2,0,1,0,0,10,64,4,5741.8
3,0,1,1,1,70,2,0,13304.6
5,0,1,1,1,0,128,0,9164.6
4,1,1,0,0,10,256,10,144374.2
5,1,0,1,1,10,2048,2,9165.2
1,0,0,0,1,20,256,0,17875.2
2,0,1,0,1,70,16,2,5001.4
3,1,1,0,0,60,8,8,37416.4
4,1,0,0,1,100,16,4,13089.0
1,0,1,1,1,10,8,0,17688.4
4,0,1,0,1,10,4,8,53928.2
5,0,0,1,1,10,4,2,9149.6
5,1,0,1,1,80,8,4,9216.8
1,1,0,1,1,70,8,2,17829.0
4,0,1,1,0,60,4,8,124143.6
4,0,1,1,1,0,16,4,39478.2
5,1,1,1,1,70,16,4,9132.0
5,1,1,0,0,70,8,4,9132.8
2,0,1,1,0,70,4,4,12465.0
4,1,1,0,0,10,512,2,9251.0
2,0,1,1,1,60,2,0,17609.8
5,1,0,0,0,50,2048,10,302238.0
1,0,0,1,0,20,512,4,11981.4
1,0,1,0,0,30,512,4,11865.4
4,0,1,1,0,0,2048,4,39497.8
2,1,0,0,0,90,512,10,100860.4
3,0,0,0,0,60,16,2,12311.6
2,0,1,1,1,60,2048,0,17640.4
2,0,1,0,1,100,2,0,7449.6
4,0,1,1,0,30,4,4,43489.8
2,1,0,1,1,20,4096,8,103897.8
2,0,1,1,0,20,8,2,17660.0
2,1,1,1,1,30,512,2,17650.6
3,0,1,0,0,0,4,4,16035.6
2,1,1,1,0,20,4096,6,91838.0
5,1,1,0,1,40,8,6,47463.4
5,0,1,1,1,30,16,10,300430.0
5,0,1,0,0,60,1024,0,9130.2
5,0,0,0,0,60,64,8,121883.0
4,1,1,1,1,60,512,0,36003.6
2,0,1,1,0,90,512,4,11814.8
3,0,0,0,1,20,2,0,13144.8
4,1,1,1,0,100,1,4,42725.6
5,0,0,1,0,40,16,4,9175.2
2,1,1,1,0,70,64,8,102764.2
5,1,0,1,1,10,2,10,299324.8
4,0,1,1,0,10,128,4,43143.8
3,1,1,1,0,70,1024,8,38022.4
2,0,0,0,0,30,256,0,4851.8
2,0,1,1,1,60,1,4,15209.2
5,1,1,1,1,0,512,6,47414.2
4,0,1,1,0,50,64,2,35797.4
2,1,0,1,0,80,32,2,17681.4
4,0,1,0,0,90,2,0,9530.8
5,0,0,1,1,30,1024,8,121411.2
2,1,0,1,1,90,256,8,103055.8
2,1,1,0,1,50,2,10,80353.2
2,0,0,0,1,30,128,0,4875.6
2,0,0,1,1,40,4,4,12536.0
3,0,1,0,0,30,32,0,12117.4
3,0,0,1,0,80,128,4,12164.6
3,0,0,1,1,40,32,8,38074.6
1,1,0,1,0,80,512,0,17723.6
5,0,0,0,1,50,128,4,9129.4
4,1,0,1,0,10,2,4,42979.2
3,0,0,1,1,60,128,0,12121.0
2,1,1,1,0,30,2,0,17599.8
5,0,0,0,1,80,2048,10,299710.2
2,0,1,0,1,0,4,0,11386.6
3,1,0,1,1,50,256,0,12263.2
2,0,1,1,0,70,128,6,91181.4
2,0,0,1,0,40,4,0,17695.4
4,0,1,1,0,30,128,8,124552.4
5,0,0,0,1,10,32,4,9157.8
3,0,0,1,1,60,8,2,12521.6
4,0,1,1,0,10,128,2,35565.8
2,1,1,0,0,10,256,8,99710.0
2,1,0,0,1,10,128,4,5757.8
4,0,1,0,1,0,4,10,274875.2
5,0,0,1,1,50,512,2,9147.8
4,0,0,0,1,10,2,8,59893.2
3,1,0,1,0,40,512,2,12098.8
3,1,1,0,1,50,16,10,47868.4
4,0,0,1,0,60,512,2,35743.2
3,0,0,1,1,20,64,10,49522.4
4,1,0,0,0,40,512,10,118968.2
5,0,0,0,1,40,2,8,121315.0
5,0,1,1,0,70,128,0,9220.6
4,0,1,1,0,20,32,4,43288.4
4,1,0,1,1,50,256,10,415802.0
2,1,1,1,1,10,2048,0,17737.8
3,0,1,1,0,70,512,6,10692.8
5,0,0,1,1,60,16,10,300572.8
