new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,0,1,1,10,16,0,17695.0
1,1,0,0,1,0,2,6,82439.6
4,0,0,1,1,60,2048,6,49304.0
2,1,0,0,1,20,128,6,89302.8
4,1,1,1,1,90,16,0,35832.0
5,0,0,0,0,90,2,8,120883.4
1,1,0,0,1,60,8,10,86374.0
5,0,1,0,1,0,2048,4,9184.8
2,1,0,0,1,60,2048,0,4737.6
1,0,0,0,0,100,16,0,17793.4
2,1,0,1,1,10,1,10,125345.4
4,0,0,0,1,60,2048,6,19254.6
4,0,0,1,0,10,4096,2,35866.4
2,0,1,1,0,50,128,4,11826.2
1,1,0,0,1,80,16,6,84035.2
2,0,0,1,0,60,1024,0,17646.4
2,1,1,0,1,60,128,4,4463.8
3,0,1,1,0,90,8,6,12191.0
2,0,1,0,1,10,512,8,99186.6
1,1,0,1,0,10,16,0,17766.0
4,0,1,0,0,40,16,6,20361.6
4,1,1,1,1,60,1024,8,124775.2
4,1,0,1,0,10,16,4,43058.0
3,1,0,1,0,60,2,0,13262.6
3,0,0,1,0,50,8,2,12514.4
4,0,1,1,1,70,128,0,35828.0
3,1,1,1,1,60,16,6,11419.0
5,1,0,0,0,20,4096,4,9132.8
3,1,1,0,0,60,1024,0,12085.4
5,0,1,0,0,60,2048,4,9146.4
4,0,0,1,1,50,512,0,35643.8
5,1,0,1,1,70,64,8,121118.8
2,1,0,0,0,60,8,0,5203.0
5,1,0,1,1,80,16,4,9171.6
5,1,1,1,1,70,4,8,121488.6
3,1,1,0,0,70,8,4,12516.0
2,1,1,1,0,80,64,2,17642.4
4,1,1,1,0,50,128,2,35852.6
4,0,0,0,1,80,32,4,12864.0
4,1,1,1,1,60,8,6,49386.8
5,1,1,0,0,80,2,8,121202.4
3,1,0,0,1,70,8,6,11965.8
4,1,1,1,1,80,64,8,124711.6
5,0,0,0,1,90,512,6,47841.4
5,0,0,0,0,40,8,4,9168.6
3,1,1,1,0,70,8,10,47039.6
5,1,0,1,1,90,8,0,9157.2
1,0,0,1,0,60,8,4,12171.6
1,0,1,0,0,60,2048,10,101837.8
1,1,0,1,1,80,8,2,17642.8
2,1,1,0,1,90,256,4,4307.4
3,0,0,1,1,60,512,4,12138.6
5,1,0,0,1,40,8,2,9175.0
3,0,0,0,1,80,256,8,38073.6
5,0,1,0,0,60,4,8,121402.8
1,0,0,1,1,60,8,2,17878.2
4,1,1,1,1,90,256,0,35730.2
5,0,0,1,0,40,2,10,299796.4
5,1,0,1,0,50,32,8,122036.6
4,1,0,1,0,40,8,4,43373.0
4,0,0,1,1,20,2048,4,43310.8
5,0,0,1,1,90,32,8,121591.0
2,1,1,1,0,80,16,2,17697.8
2,1,1,0,0,50,512,4,4537.2
3,0,1,0,1,90,32,2,12127.6
3,1,0,1,0,10,256,10,50523.4
3,0,0,0,0,0,4096,2,15896.4
4,1,1,0,0,60,128,0,8917.0
5,1,1,1,1,40,32,2,9132.6
5,1,0,0,1,90,256,4,9159.6
5,1,1,0,0,50,32,0,9122.2
3,1,1,0,0,60,512,6,10562.0
4,1,0,0,0,100,32,10,113847.8
1,1,0,0,0,70,128,2,17741.2
1,1,0,0,0,10,4096,8,99376.6
3,0,1,1,1,60,4096,2,12096.8
5,1,0,0,0,10,16,0,9159.8
5,0,0,1,0,50,512,10,299749.0
4,1,1,0,1,60,32,2,8923.0
5,1,1,0,1,0,2048,2,9187.8
5,1,1,0,1,10,32,0,9174.6
4,1,0,1,0,90,512,0,35702.6
5,0,0,1,0,40,1024,6,47697.2
5,1,1,1,0,70,2048,4,9166.6
5,0,1,0,0,0,1024,6,47735.4
4,0,1,0,1,100,1,4,20154.0
5,1,0,0,0,50,32,4,9182.4
4,1,1,0,1,70,32,2,8905.2
4,0,0,0,0,60,1024,0,8932.0
2,1,1,0,1,50,32,0,4862.0
4,1,0,1,1,20,1,10,419813.2
1,1,0,0,1,10,2048,0,17739.4
4,1,1,1,0,0,64,2,35433.2
5,1,1,0,1,60,2,6,47366.4
4,1,1,0,0,70,64,10,114084.4
4,0,1,0,1,80,512,0,8909.4
1,1,0,1,0,30,32,2,17684.0
5,1,0,1,0,70,32,2,9156.2
4,1,1,0,0,50,2,4,15555.0
4,1,0,1,0,90,1024,0,35772.0
