new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,1,0,0,1,90,64,8,39286.8
5,1,0,1,1,90,2048,4,9226.2
3,0,0,1,1,30,256,8,38194.6
1,1,0,0,0,60,4096,4,11797.2
1,1,1,1,1,20,256,10,103786.4
1,1,1,0,1,20,2,0,17732.0
1,0,0,1,0,80,8,8,109426.2
1,1,1,1,1,0,1,0,17959.8
3,0,0,0,1,0,512,6,20992.8
3,1,1,0,1,70,2,4,13004.2
4,1,0,1,1,0,32,8,115809.0
4,1,0,1,1,60,2048,4,43658.0
3,0,1,0,1,90,512,0,11994.2
3,1,1,1,1,0,256,4,16349.2
1,0,0,0,0,70,2,6,73208.0
1,0,0,0,1,90,4,8,80984.4
1,0,1,1,1,80,1,10,125164.8
4,0,1,0,0,90,4,10,157652.4
4,1,1,1,0,90,256,4,43706.8
4,1,0,1,1,30,8,4,43490.2
1,1,1,0,1,90,256,4,11808.4
5,1,0,1,1,20,2,0,9291.2
2,1,0,1,1,0,2,8,131427.2
1,0,0,0,0,20,256,0,17693.4
2,0,1,0,1,80,128,0,4679.0
4,1,0,1,1,70,512,4,43552.6
4,1,0,0,1,90,256,2,8917.6
3,1,0,0,1,0,64,4,15821.6
4,0,0,1,1,30,8,0,35831.8
4,1,0,0,0,60,1,10,266125.2
3,1,1,0,0,80,16,6,11271.2
2,1,1,1,1,10,256,10,105696.0
3,1,0,0,1,20,256,2,12342.6
2,1,0,0,1,10,256,0,5732.0
3,1,1,0,1,20,512,0,12106.0
1,0,1,0,0,0,64,8,85258.0
5,0,1,0,1,40,128,8,122210.6
5,1,1,0,0,0,16,0,9224.6
3,1,0,1,1,40,8,6,12213.4
4,1,0,0,1,20,128,10,123878.8
5,1,1,1,1,70,1,8,121232.4
2,0,0,0,0,50,256,6,89360.4
5,1,0,0,1,60,4096,0,9171.8
2,0,0,0,0,10,1024,10,99689.8
1,0,0,0,0,10,1,4,15267.6
2,1,0,0,0,80,256,0,4712.2
1,0,0,1,1,20,128,0,17696.6
3,1,1,0,1,80,1,0,14203.8
3,1,1,0,0,90,32,0,12237.0
4,1,0,0,1,80,16,6,20291.4
1,0,0,1,1,70,1,2,17660.2
2,1,1,0,1,50,32,0,4862.0
3,1,0,1,0,80,256,8,38004.4
1,1,0,0,1,10,256,10,99747.6
1,1,1,1,0,60,32,0,17713.6
2,0,0,0,0,90,32,10,98950.4
1,1,0,1,1,70,32,0,17803.8
5,1,0,0,0,10,512,6,47662.0
1,0,0,1,0,80,2,10,117671.8
3,0,1,1,0,40,32,6,10783.2
3,0,0,0,1,70,1,0,14269.4
4,0,1,1,1,10,512,4,43074.8
1,0,0,0,1,30,2,2,17751.6
5,0,1,1,1,90,32,4,9142.2
4,0,0,1,0,40,128,2,35550.6
5,0,0,1,0,40,1024,8,122085.8
1,0,1,0,1,90,1,2,17696.8
5,0,1,0,1,10,2048,4,9123.6
2,1,0,1,0,80,4096,10,102674.4
4,0,1,0,0,0,8,0,11864.6
3,0,1,0,1,90,4,4,13025.8
4,0,1,1,1,10,32,0,35785.0
3,0,0,1,1,0,256,4,16022.2
3,0,0,1,0,40,1,8,42851.2
1,0,0,1,1,90,32,4,11890.0
4,1,0,1,1,40,4096,4,43377.2
1,0,0,0,1,80,4,0,17754.6
4,1,0,0,0,10,8,4,14575.4
1,0,0,0,1,70,512,0,17782.2
3,0,0,1,1,70,16,0,12171.0
5,1,0,1,1,20,32,4,9183.6
3,0,0,0,1,60,512,8,37808.2
2,0,0,0,0,10,4,6,73019.4
3,0,1,1,0,30,32,2,11956.0
3,0,1,1,1,70,256,4,12243.8
3,0,0,1,0,80,1,2,14233.8
4,1,0,1,1,30,16,8,124288.8
1,1,0,1,0,30,32,0,17694.8
1,1,1,1,0,80,16,2,17856.4
5,0,1,0,0,80,256,4,9098.6
1,0,0,0,0,30,128,4,11856.8
3,1,0,1,0,90,1,8,42664.4
4,1,0,1,1,30,1,10,418325.8
5,1,1,0,1,0,64,4,9195.6
3,1,0,0,0,70,4,4,12842.8
2,0,0,1,0,30,4,2,17636.8
1,1,0,1,0,60,2048,2,17767.0
3,1,1,1,0,70,32,2,12235.8
3,0,1,1,0,40,1024,10,48855.0
1,0,0,1,1,80,8,4,12174.4
