new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,1,0,1,90,512,0,9436.0
2,1,1,1,0,60,16,0,17625.4
2,1,1,0,1,20,8,0,5326.4
4,1,1,1,0,60,8,0,35883.6
5,1,1,0,0,100,2,6,47485.8
1,1,1,1,0,50,256,0,17749.6
1,0,0,1,0,40,16,2,17812.2
2,1,0,1,0,30,1,4,15237.0
1,0,0,0,0,50,512,0,17649.8
5,1,1,0,1,50,32,2,9126.2
5,1,1,0,0,90,256,0,9179.6
3,1,0,1,0,90,1,2,14527.0
4,0,1,1,0,0,1,10,421254.6
2,1,1,0,1,70,32,6,88330.4
5,0,1,0,0,100,1024,0,9185.4
2,1,0,1,0,0,512,4,18448.2
5,1,0,1,0,40,8,6,47515.8
5,0,0,0,1,70,32,2,9185.0
5,0,0,0,0,20,512,6,47524.4
4,1,1,1,1,10,128,10,415684.8
3,1,0,1,0,20,1024,4,12075.2
2,1,0,1,0,0,4096,4,18458.6
5,1,0,1,0,80,8,10,300236.8
2,1,1,1,0,0,512,4,18510.6
5,0,0,0,0,20,32,2,9256.8
5,0,1,0,1,60,32,0,9201.8
4,1,0,1,0,70,8,0,35703.6
3,0,0,0,0,70,32,4,12225.2
2,0,0,0,1,40,512,0,4880.8
5,0,1,0,0,0,512,4,9158.2
3,1,0,1,0,70,1,8,42907.6
5,1,1,0,1,50,512,0,9215.6
5,0,0,0,0,60,32,0,9122.4
2,0,1,1,1,40,4,0,17621.2
5,0,1,0,1,80,32,0,9115.6
2,0,1,0,1,40,4096,0,4855.4
3,0,0,1,1,90,128,4,12101.4
3,1,0,1,0,20,128,10,49293.2
4,1,1,0,0,80,8,8,48210.8
5,0,1,1,0,30,4096,0,9144.4
5,0,1,0,0,100,4096,0,9171.6
4,0,1,1,1,20,512,2,35729.6
3,0,1,0,1,20,128,4,12280.4
2,1,1,0,0,40,4096,6,89600.4
2,1,1,0,1,10,2,0,7847.4
4,1,1,0,1,10,1,8,81733.6
4,1,1,1,1,70,512,0,35858.2
5,1,1,1,1,90,32,10,301071.8
3,1,0,1,0,40,32,0,12097.0
5,0,1,0,1,0,64,0,9264.8
2,0,1,0,0,90,1024,0,4652.4
3,1,0,0,1,40,2048,0,12139.8
1,1,1,0,0,50,512,10,101274.8
5,1,1,0,1,30,1,4,9158.6
3,1,1,1,1,20,1,2,14396.0
5,0,1,1,1,60,64,0,9172.4
4,1,1,1,0,80,512,2,35730.2
4,1,0,1,1,10,2,0,35645.4
2,0,0,1,1,50,256,0,17658.0
2,1,0,0,1,10,2,0,7830.4
3,0,1,1,1,90,16,0,12134.6
2,0,0,1,1,50,256,0,17658.0
3,1,1,1,0,60,1024,2,12082.2
5,0,0,0,1,90,2,6,47542.2
1,0,0,0,0,80,4096,8,101393.0
4,1,0,0,0,60,1,4,20182.2
1,1,1,0,0,0,2048,6,82280.2
5,1,1,0,1,20,64,8,121436.0
4,0,1,1,0,30,2,4,43287.0
3,0,0,1,1,60,2,0,13330.8
4,0,0,1,0,10,1024,2,35611.0
3,0,1,0,1,60,1024,2,11999.4
4,0,1,0,1,60,128,2,8959.4
5,0,1,1,1,60,1024,0,9117.0
1,0,1,1,1,90,256,8,102850.0
5,1,0,1,1,70,512,6,47791.6
1,0,1,1,1,50,1024,6,91011.8
3,1,0,0,1,50,2,2,13277.4
4,1,0,1,1,50,4096,4,43626.0
4,0,1,1,0,50,2048,0,35702.6
3,1,0,0,1,80,1024,2,12160.2
4,0,1,0,0,60,8,6,22848.8
5,1,0,1,0,50,2,4,9141.8
5,1,1,1,0,60,32,8,121361.2
3,0,1,0,0,80,256,2,12152.6
1,1,1,0,1,40,4,0,17681.6
4,0,1,1,1,40,64,2,35586.8
1,0,1,0,1,80,1024,6,89812.8
5,1,1,1,1,50,2048,6,47780.8
3,0,1,1,0,90,512,6,10642.4
1,1,1,1,0,90,32,0,17725.8
5,1,1,1,1,50,8,8,121684.6
5,0,1,0,0,40,128,0,9130.0
5,1,0,1,1,90,2,8,121461.4
3,0,1,1,0,20,512,2,12156.4
5,0,1,1,0,90,64,6,47628.4
4,1,0,1,0,50,32,2,35868.2
1,0,1,0,0,60,32,10,99763.8
5,0,0,1,1,50,64,4,9242.0
3,1,0,0,0,70,2,10,48755.4
