new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,1,1,0,0,70,2,6,47387.8
3,1,1,1,0,0,2048,6,20671.2
4,0,1,0,0,0,128,10,274717.2
4,0,1,1,1,30,8,6,49154.0
1,0,1,0,1,0,128,6,81983.2
1,1,1,1,1,20,512,8,103710.2
2,1,1,1,0,30,4096,6,91666.8
5,1,0,0,1,30,4,8,121307.4
5,1,0,1,0,80,128,4,9219.4
5,1,1,0,1,70,128,0,9147.8
3,1,1,1,1,50,2,2,13022.2
1,1,0,1,1,0,128,0,17913.2
2,0,1,1,0,10,256,6,93940.8
4,1,0,0,0,10,4,8,53952.4
4,1,1,1,1,70,4096,6,49280.2
5,1,0,0,0,70,64,0,9199.2
5,1,0,1,1,0,8,10,299273.2
3,0,0,0,0,10,128,6,11711.4
3,1,1,1,1,0,128,6,20751.8
5,0,1,1,0,70,2,8,121273.2
5,1,1,1,1,0,128,8,121537.0
2,0,0,0,1,50,2,4,12827.2
5,0,0,1,0,90,128,4,9128.2
1,1,0,1,0,70,4096,0,17788.8
3,1,1,0,0,80,2,4,13082.6
3,1,0,1,1,10,4,8,37971.4
5,1,0,1,0,100,16,0,9256.8
1,0,0,0,1,10,128,2,17705.4
2,0,0,1,1,0,16,0,17884.8
3,0,1,1,1,20,512,4,12314.0
2,1,1,1,1,20,128,4,12063.8
3,1,0,0,1,50,128,4,12455.4
3,0,1,0,1,20,8,10,47855.2
2,0,0,1,1,80,2048,4,11942.8
3,0,1,1,1,90,1,6,18064.0
1,1,0,0,1,50,2,2,17870.8
1,0,0,1,1,60,1024,10,102619.6
1,1,0,0,1,20,512,2,17754.0
5,1,0,0,0,20,16,2,9166.8
4,1,0,0,0,10,4,0,9549.6
1,0,1,0,1,20,2,0,17648.8
5,0,0,0,1,90,16,6,47651.2
2,1,0,0,1,100,128,2,4662.4
2,0,0,1,1,100,64,2,17865.2
1,1,1,0,0,20,8,0,17772.8
1,1,1,1,1,10,128,10,105508.6
2,0,0,0,0,40,2048,8,101681.2
4,0,1,0,1,0,8,8,75881.6
4,1,0,1,0,10,32,0,35825.0
5,1,0,0,1,80,8,8,121853.6
5,0,0,0,0,90,2048,2,9169.4
3,0,0,0,1,60,512,8,37808.2
1,0,0,0,0,40,1024,8,101733.2
2,1,0,1,1,40,4,2,17740.8
4,1,1,0,1,20,2048,6,20259.6
1,0,1,0,1,30,256,10,100403.8
2,1,1,0,0,60,16,0,4943.8
1,1,0,1,1,90,1,2,17662.2
2,1,1,1,1,30,32,8,103802.2
4,0,0,1,0,100,2048,10,416096.0
1,1,0,0,1,90,8,6,76298.4
2,1,0,0,1,20,512,2,5042.0
1,0,1,1,0,70,32,6,92035.8
3,0,1,1,0,20,2048,0,12251.4
3,1,1,1,0,30,16,0,12239.4
5,1,1,1,0,90,4,10,298583.2
1,0,1,1,0,60,32,2,17689.4
5,1,0,0,1,0,16,2,9197.6
3,0,0,0,1,90,2048,2,12059.8
1,1,1,0,1,90,8,8,86125.2
1,1,1,0,1,0,1,8,85000.2
5,1,1,0,1,80,16,8,121378.6
1,0,1,0,0,60,32,4,11774.4
1,0,1,1,0,90,1024,6,91075.4
3,1,1,0,1,70,4096,10,48385.2
5,0,1,1,1,30,4,6,47498.0
4,0,0,0,0,0,4096,0,11894.2
4,0,1,0,0,50,2048,0,8946.0
3,1,1,1,0,30,16,6,10891.6
2,1,1,1,1,100,16,0,17727.4
2,1,0,0,0,20,128,10,101331.4
2,0,1,0,0,0,32,10,85403.2
5,0,0,0,0,90,8,0,9117.6
4,0,1,1,1,100,256,0,35816.6
4,1,1,0,0,70,1024,4,12881.8
1,1,1,1,0,40,1,10,125620.4
2,0,0,0,0,0,4,8,85372.8
4,0,1,0,0,80,2,10,180791.4
4,1,0,1,1,50,4096,0,35818.6
1,0,1,0,0,50,16,2,17703.4
4,0,1,1,0,60,128,0,35847.6
4,0,1,1,1,100,32,2,35864.4
5,1,0,0,0,90,256,8,122133.4
1,1,0,1,0,10,16,6,95019.2
3,0,1,1,0,90,4,2,12936.4
1,0,0,1,0,10,128,2,17726.4
4,0,1,1,1,100,4096,8,125197.6
4,0,1,0,1,100,1024,2,8885.2
1,0,0,0,0,50,1024,6,89229.4
5,0,1,0,0,60,4,0,9150.6
