new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,1,1,0,30,1,8,125105.6
1,1,1,1,0,10,32,10,105848.4
3,1,0,1,0,70,4096,10,48573.8
5,0,0,1,1,10,1,8,120982.4
2,1,1,1,1,0,4,2,17776.8
2,1,1,1,1,10,8,0,17712.4
3,1,1,1,1,10,4096,10,50534.0
5,1,1,0,0,80,2048,2,9157.2
4,0,1,1,0,80,1024,8,124946.2
5,0,1,0,1,20,2048,2,9122.8
2,1,0,0,0,70,512,10,100752.4
2,1,0,0,1,50,1,10,83449.4
3,1,1,1,1,70,4096,8,37993.0
2,0,0,1,0,0,2,2,17866.0
5,0,1,0,0,0,4096,6,47593.2
4,1,1,1,1,70,2048,2,35892.8
5,0,0,1,0,40,2048,6,47927.4
3,0,1,1,1,60,4096,10,48454.2
1,0,1,0,0,10,4096,8,99481.0
4,0,1,0,1,10,128,0,9233.2
2,0,0,0,1,70,1024,2,4845.4
4,1,1,1,1,40,2,2,35699.2
5,0,0,0,0,0,4096,6,47121.0
5,1,0,0,1,80,2,10,299509.0
2,0,1,1,1,100,2048,4,11799.6
1,1,0,0,1,80,8,6,76574.0
2,0,1,0,0,30,512,8,100467.8
5,0,0,1,0,0,32,2,9304.0
1,0,0,0,1,80,2,10,79947.2
2,0,0,1,0,40,16,4,11977.2
1,0,0,1,0,30,8,8,109516.2
5,1,0,1,0,70,256,0,9229.4
1,1,1,1,0,100,32,2,17706.6
2,0,0,1,1,60,4096,4,11889.6
2,1,0,1,1,30,2048,4,11971.2
2,1,0,0,0,70,16,2,5015.6
5,1,1,0,0,40,4096,0,9119.2
3,0,1,1,0,60,2,2,13072.6
5,1,0,1,0,30,512,4,9158.8
5,0,1,1,1,100,256,10,302077.4
5,0,0,0,0,40,8,8,121089.4
4,1,1,0,0,30,1,4,20269.4
2,0,1,0,1,20,256,4,4939.6
3,1,0,1,1,10,128,0,12319.2
2,1,0,0,1,50,2048,2,4879.2
4,0,1,1,0,40,32,4,43520.2
5,0,1,0,0,70,1,10,298811.6
5,1,0,0,1,60,4096,0,9171.8
1,1,0,1,0,70,4096,2,17772.4
2,0,0,0,0,30,512,10,100405.4
5,0,0,1,1,0,1,2,9307.2
5,1,0,0,0,80,2,2,9182.6
1,0,0,1,1,100,256,4,11783.8
4,1,0,0,0,90,256,6,19377.2
1,1,1,0,1,40,16,0,17730.6
1,1,0,0,1,80,2048,8,101416.0
2,1,0,1,0,60,2,4,13305.8
2,1,1,1,1,10,512,0,17710.6
3,0,0,1,0,20,2048,0,12137.2
4,0,1,0,0,30,8,4,14114.0
1,0,0,0,0,80,1024,6,89414.8
3,0,1,1,0,80,2,8,39219.4
2,0,1,1,0,10,1024,2,17687.8
1,0,1,0,1,100,16,0,17703.6
4,0,0,1,0,20,32,8,124551.0
3,0,1,1,0,0,2048,0,15882.0
4,0,1,1,0,50,64,0,35855.6
5,0,0,0,1,10,32,2,9133.6
3,1,1,0,0,0,64,0,15931.0
5,0,1,0,1,0,16,4,9255.0
5,0,0,0,0,10,4096,0,9167.2
2,1,0,0,0,20,2,8,80481.6
4,0,0,0,1,90,64,4,12795.6
5,0,1,0,1,40,16,2,9135.6
4,1,0,1,1,100,32,0,36014.4
1,1,1,0,1,50,128,2,17774.0
4,1,0,0,1,0,2048,8,75978.2
4,0,1,0,0,0,64,8,75987.6
2,1,0,1,0,60,2048,2,17631.4
2,0,1,1,0,40,16,2,17792.4
2,0,1,0,1,60,4,10,80897.0
3,1,1,0,1,80,256,6,10662.0
2,0,1,1,0,20,64,2,17798.6
5,1,0,0,1,40,8,6,47330.0
4,0,0,0,1,10,8,4,14614.4
4,0,0,1,0,100,2,10,416872.6
4,0,1,1,1,0,4,6,40908.2
5,1,1,0,1,0,16,8,121474.2
3,1,0,0,0,50,8,2,12486.0
5,1,0,1,0,90,1024,4,9193.6
4,1,1,1,0,100,2,10,417696.6
4,1,1,0,1,0,64,6,27522.2
3,0,1,1,1,70,8,4,12541.6
3,0,1,0,0,10,1024,4,12421.6
3,0,1,1,0,20,16,2,12272.0
4,0,0,0,1,80,64,8,39632.6
4,0,1,0,0,10,4,6,24058.2
3,0,1,0,1,80,2048,8,37977.8
3,1,0,1,0,50,512,2,12176.2
5,1,1,1,0,30,8,4,9195.6
