new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,1,0,1,90,1,2,9151.2
1,0,1,1,1,40,2048,0,17686.8
4,0,1,1,0,80,2,4,43356.2
2,1,1,0,1,10,8,4,9600.2
2,0,0,1,0,80,4096,10,102766.4
1,0,0,1,1,70,32,6,91730.0
1,0,0,1,1,10,16,10,106585.4
1,0,0,0,1,40,1,4,15312.2
3,0,0,0,0,0,8,8,44240.4
5,0,0,0,0,50,8,6,47463.4
1,1,0,0,1,20,4096,4,12069.2
3,1,1,0,0,20,64,2,12233.0
5,1,1,1,0,70,512,4,9270.0
1,0,0,1,1,0,2,8,131579.2
3,0,1,0,0,100,16,4,12332.6
5,1,1,0,0,60,16,0,9200.4
1,0,1,1,1,0,64,10,131711.2
1,1,1,1,1,0,128,8,131735.0
3,0,1,0,1,100,8,6,12091.8
4,1,1,0,0,90,1,4,20226.6
5,1,0,0,0,60,64,4,9151.6
1,0,1,1,0,100,1,2,17630.0
4,0,1,1,1,20,4096,4,43184.2
5,1,1,1,0,30,256,10,301274.8
5,1,1,1,1,20,128,0,9161.2
5,0,0,0,0,20,8,2,9161.6
3,1,1,1,0,70,128,4,12129.8
5,0,1,0,0,20,1024,10,300383.8
3,1,0,0,1,20,2,2,13080.8
3,0,0,0,0,90,512,4,12225.6
1,1,0,1,0,90,2048,10,103219.4
4,1,0,1,0,100,2048,6,49618.2
2,0,1,1,1,60,128,6,90686.8
5,0,0,0,0,20,64,10,299637.8
3,1,0,0,0,70,1,4,14373.2
5,1,0,0,0,60,1,10,299058.0
5,0,1,0,1,10,64,4,9157.6
3,1,0,0,0,100,128,2,12124.0
4,1,0,1,1,20,8,2,35761.8
5,0,0,0,0,70,4096,0,9142.2
2,1,0,0,1,50,1,2,11279.2
3,1,0,0,1,100,1,10,50098.4
3,0,1,1,1,10,128,2,12404.4
3,1,1,0,0,20,2048,6,11090.6
4,0,1,0,1,60,128,2,8959.4
1,0,0,0,0,100,8,6,76302.2
3,1,1,0,0,70,1,8,42682.2
3,1,1,0,0,40,4,4,13088.8
4,0,1,1,1,0,16,2,35408.2
1,1,0,0,0,70,2,0,17684.4
3,1,0,0,1,100,4096,2,12274.4
3,1,0,1,0,20,2048,4,12160.8
4,1,1,0,0,20,2048,4,13825.6
2,1,1,1,1,40,128,2,17673.6
1,1,0,1,0,30,2048,4,11967.6
2,1,0,0,1,40,4,0,5542.0
1,1,1,0,1,70,128,8,100554.0
5,0,1,0,1,80,64,0,9120.2
3,0,0,1,1,30,1024,10,48706.2
5,1,1,0,1,60,8,0,9221.0
2,0,1,0,1,80,8,6,76250.0
3,1,1,1,1,30,4096,6,10611.4
1,1,0,0,1,60,2048,6,89672.0
5,1,0,0,0,100,2048,10,301745.2
5,1,0,0,1,10,4,10,297344.8
3,1,1,0,0,60,32,8,37892.0
1,1,1,0,0,10,8,8,86860.8
4,0,0,1,0,20,16,4,43410.4
5,1,1,0,1,60,2,4,9149.0
5,1,0,0,1,40,32,0,9246.0
5,0,1,0,1,10,32,8,121107.0
2,0,0,1,1,40,1,8,125224.6
5,1,0,0,1,40,256,2,9174.4
3,0,1,1,0,80,16,8,37581.4
4,0,1,1,1,80,8,4,43516.6
2,1,1,0,0,20,4,8,81114.0
5,1,1,0,1,70,2,8,120958.2
3,1,0,1,0,60,1,4,14257.4
3,0,1,0,1,100,32,6,10806.0
1,1,1,1,0,0,4096,0,17942.0
4,1,0,0,0,100,1,6,34783.0
3,1,1,1,1,100,32,2,12120.4
3,1,1,1,0,40,4,4,12881.6
1,1,0,0,1,30,512,10,100472.8
5,1,0,0,1,70,2,4,9131.4
1,0,0,1,0,40,16,2,17812.2
4,0,1,1,0,50,4096,4,43455.6
5,1,0,1,0,0,256,2,9281.8
5,1,0,1,0,60,16,0,9214.2
4,1,0,0,0,90,2,0,9560.0
2,1,0,0,0,60,16,6,85224.6
5,1,0,1,0,0,128,4,9270.8
5,0,0,0,1,60,16,2,9250.8
5,1,1,1,0,100,4,0,9179.8
1,1,0,1,0,100,16,4,11882.2
1,1,1,1,1,100,2,0,17695.0
2,1,1,0,0,10,16,0,5892.8
4,0,0,0,1,90,16,0,8986.8
5,1,0,1,0,60,16,2,9191.4
5,1,0,0,0,0,64,8,121813.2
