new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,1,1,1,0,0,512,8,115893.0
5,1,0,1,0,60,4096,2,9240.8
4,0,1,0,1,40,32,2,8978.0
3,0,1,1,1,50,512,10,48641.2
3,0,0,1,1,90,4,6,13563.6
2,1,1,1,0,70,128,6,91230.2
2,0,1,0,0,20,1024,0,5012.8
1,0,1,1,0,40,1,2,17695.6
3,1,0,0,1,10,1024,8,39396.2
4,1,0,1,1,90,1024,0,35935.0
1,0,1,0,0,20,2,8,80085.4
1,0,1,1,1,70,1024,6,91049.4
5,1,1,0,0,50,1,10,300635.8
4,1,1,1,0,50,512,10,415378.2
2,1,0,0,0,60,1024,8,101457.4
5,1,1,0,0,100,4096,2,9114.8
4,1,0,1,1,90,8,0,35643.8
1,1,0,1,0,50,4,0,17715.0
3,1,0,1,1,40,1024,4,12069.4
3,0,0,1,1,80,256,2,12149.6
1,0,0,0,0,100,512,2,17739.6
2,0,0,0,1,50,4,2,5519.4
4,1,0,1,1,100,8,10,416407.0
5,0,0,0,0,90,128,4,9187.6
4,1,1,0,0,80,16,6,20415.8
5,1,0,0,1,50,4096,2,9189.0
5,1,1,0,0,70,1024,6,47656.8
3,0,0,0,1,20,64,8,38453.2
1,1,0,1,1,10,4,4,12546.8
1,0,0,1,1,80,1024,6,90994.4
5,1,0,1,0,90,512,4,9198.2
2,1,0,1,1,50,1024,6,90948.4
2,0,1,1,1,50,16,2,17641.4
4,1,0,1,1,40,4096,2,35571.6
1,0,0,1,1,10,2048,2,17763.2
2,1,1,1,0,20,4,2,17681.4
2,1,0,1,0,100,2048,6,90553.8
4,0,0,1,1,50,512,2,35531.8
2,0,1,0,0,10,32,2,5799.0
1,1,1,0,0,100,4096,10,102000.6
2,0,1,1,0,90,2,8,117324.6
5,0,1,1,0,100,1024,10,303597.2
2,1,0,0,1,50,4096,2,4849.8
3,1,0,1,1,40,1024,2,12032.0
4,1,0,0,1,40,1024,10,119138.6
2,1,1,1,1,20,2048,2,17622.4
4,0,1,1,1,70,4,8,124350.2
1,0,0,0,1,30,1024,2,17733.0
2,1,0,0,0,50,1,2,11197.0
2,0,1,0,1,10,128,2,5739.0
5,1,0,0,1,70,256,6,47735.6
2,1,1,0,1,100,256,6,88375.6
1,1,0,0,0,40,128,2,17697.0
5,0,1,1,0,100,256,8,121956.8
3,0,0,0,1,40,4096,8,38228.4
2,1,0,0,1,40,128,10,101571.2
2,0,0,1,1,30,2,2,17646.4
2,0,0,0,0,90,2,2,7467.4
1,0,0,0,1,40,64,10,101326.6
2,1,0,0,1,20,1024,0,5053.8
2,1,0,0,1,50,64,2,4865.0
3,0,0,0,1,10,32,2,12380.0
4,1,0,0,0,80,1024,8,38905.4
2,1,0,0,1,40,4,10,80764.0
3,1,0,0,1,70,256,0,12181.6
4,1,0,1,1,100,2048,10,415473.4
2,1,1,0,0,100,8,10,86159.0
1,0,0,0,1,0,4096,2,17938.2
1,1,0,1,1,50,1024,2,17829.4
1,1,1,1,0,100,4,0,17668.6
2,1,1,1,0,20,8,4,12252.4
1,1,1,0,0,50,1024,2,17755.0
1,0,0,0,0,0,256,2,17953.2
3,1,0,0,1,70,2,4,13233.8
3,1,0,0,1,70,4,2,12927.0
3,1,1,1,1,90,256,10,48571.8
4,1,0,0,1,70,64,6,19331.0
5,1,1,0,1,50,64,0,9146.0
3,1,0,1,1,80,32,2,12213.0
2,1,0,0,1,30,32,10,98838.4
5,0,0,1,1,70,8,8,121398.8
3,0,1,0,1,70,256,6,10745.4
5,1,0,0,0,70,64,4,9127.2
5,0,1,0,0,0,4,2,9212.4
4,1,1,1,0,20,4,8,123563.2
3,1,0,1,0,50,16,10,48102.8
4,0,0,0,1,10,32,2,9252.2
2,1,1,1,1,70,2,2,17596.2
2,1,0,0,0,80,256,4,4315.2
1,0,1,1,1,70,2048,2,17727.2
4,0,1,0,1,10,4,4,15055.4
5,0,0,0,1,0,2,2,9279.6
2,1,1,1,1,0,32,4,18492.2
3,1,0,0,1,80,16,6,11319.0
5,1,1,1,0,40,256,10,302796.4
2,0,0,1,0,50,2,2,17678.8
4,0,1,0,1,10,16,2,9283.2
3,1,0,0,1,0,2,0,16089.4
1,0,0,0,0,20,16,2,17657.8
2,0,1,0,1,0,4,8,85349.2
