new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,1,1,0,20,256,8,103636.0
5,0,1,0,0,80,32,4,9149.6
5,0,0,1,1,70,2,4,9144.4
2,1,0,1,0,10,256,6,93676.6
4,1,1,0,1,20,2,8,58896.0
1,1,1,0,1,10,4,10,81142.8
4,0,0,0,0,0,2048,6,27530.0
4,1,1,1,1,60,2048,10,415105.8
5,1,1,1,0,60,2048,10,301641.6
1,0,0,1,1,10,8,6,99047.6
3,0,1,0,0,90,256,6,10648.2
2,1,1,1,1,80,2,6,107203.8
5,0,0,0,0,10,2,8,121121.4
3,1,0,0,1,80,256,10,48658.2
5,0,1,0,1,50,256,10,300147.6
1,1,1,1,1,60,16,6,93775.8
3,0,1,0,0,20,4096,8,38427.0
2,0,1,0,0,0,128,8,84898.8
4,1,1,0,1,80,1,6,34960.0
5,0,0,0,1,50,8,4,9138.0
4,1,0,1,0,80,64,4,43624.4
2,1,0,0,0,100,2,6,73548.0
3,0,1,0,1,0,512,8,44311.6
4,0,1,0,0,0,256,4,22082.4
3,0,1,1,0,70,256,4,12165.0
2,0,1,0,0,90,256,2,4660.2
3,1,1,0,1,80,2048,6,10741.0
3,0,0,0,1,90,256,10,48258.2
5,1,1,0,1,10,8,8,121359.2
4,1,0,1,1,10,32,0,35691.6
1,1,0,1,0,70,32,8,103835.2
4,1,1,1,0,40,64,4,43470.4
1,1,0,1,0,10,32,2,17736.8
5,0,0,1,0,70,8,6,47505.4
1,0,0,1,1,20,64,2,17724.8
1,1,1,0,0,50,256,6,89156.4
3,1,1,1,1,70,128,2,12108.8
3,0,0,1,1,0,256,2,16037.8
5,0,1,1,1,90,64,4,9161.2
3,1,0,0,1,70,32,4,12274.4
3,1,1,1,1,10,128,8,39303.6
4,1,0,1,1,90,128,2,35682.4
3,1,0,1,1,0,32,2,15956.8
3,1,0,0,0,10,32,8,39367.8
2,1,0,1,1,40,4,6,103190.6
3,0,0,1,1,20,4,2,12920.6
3,0,0,1,0,70,128,0,12277.2
3,0,0,0,1,70,4,8,37523.4
2,0,0,1,1,70,32,2,17684.0
3,0,1,1,0,20,2,10,48936.4
4,0,0,0,0,100,4,6,23324.2
4,1,1,0,0,70,64,0,8917.8
4,0,1,1,1,100,128,2,35868.8
2,1,0,1,1,0,512,6,123647.2
3,1,0,1,1,70,128,8,38045.0
4,1,0,1,1,90,2,2,35868.2
1,1,0,1,0,70,1,0,17749.4
3,0,0,1,1,60,128,0,12121.0
3,0,0,1,0,10,4,10,47077.6
3,0,1,1,1,30,2,0,13126.8
4,0,0,1,0,10,32,0,35858.2
3,0,0,1,1,90,2,4,13159.0
4,0,1,1,0,70,4,4,43404.2
4,1,1,0,1,0,64,10,274698.2
3,1,0,0,0,30,4,8,37491.0
4,1,0,1,0,0,64,10,421624.0
4,0,0,1,1,100,1024,10,414748.4
3,0,0,0,1,30,512,0,12114.8
3,0,1,1,1,100,128,0,12150.8
3,1,0,1,0,60,128,0,12149.4
5,0,1,0,1,90,16,0,9141.6
4,0,1,1,0,50,512,2,35647.0
3,1,1,0,1,30,2,2,13170.8
4,0,0,0,0,90,1024,8,39415.8
3,1,0,0,1,90,128,0,12081.0
1,1,0,0,1,100,1,10,83543.6
3,1,0,1,1,90,64,0,12276.6
5,0,1,1,1,0,16,0,9193.6
4,0,1,1,0,60,128,6,49320.6
3,0,0,0,0,30,128,8,38282.8
3,0,0,0,1,90,2,8,39259.0
1,1,1,1,0,0,128,10,131588.8
2,0,1,0,1,90,1024,2,4665.2
1,0,1,0,0,90,16,2,17766.6
5,1,1,1,0,50,256,8,122091.2
5,0,1,0,1,0,16,0,9223.2
3,0,1,0,1,0,16,4,15918.8
5,0,0,1,1,60,16,0,9168.4
5,1,1,0,0,10,128,0,9140.2
1,0,1,0,0,30,4,0,17738.8
1,0,1,0,1,0,128,2,17945.4
3,1,1,0,0,0,16,4,15890.0
3,0,1,0,1,0,16,2,16042.6
2,0,1,1,0,50,16,4,11991.6
4,0,1,1,1,40,16,4,43607.4
1,1,0,1,0,50,1024,8,102899.8
4,1,1,1,0,90,1024,2,35881.4
1,1,1,1,1,50,256,8,102862.6
1,1,1,1,0,50,1,0,17651.6
1,0,1,0,1,90,4,0,17690.2
