new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,0,1,1,50,32,0,9198.4
3,0,1,0,1,70,2048,8,37978.2
4,1,1,1,0,50,1024,2,35596.0
5,0,0,0,0,50,1024,4,9155.6
1,1,1,0,0,0,4096,0,17900.8
3,0,0,0,0,0,4,4,16118.2
3,1,0,1,1,0,512,0,15986.2
3,0,0,0,0,80,4096,4,12240.0
4,0,1,0,0,30,4,6,23716.6
1,1,0,0,0,100,4096,0,17727.0
5,0,1,0,0,30,1024,6,47647.2
3,0,1,0,1,70,64,4,12210.0
2,1,0,1,1,80,512,2,17618.8
5,0,1,0,0,80,4096,4,9171.2
5,0,1,0,0,50,1024,10,302851.2
2,0,1,1,0,40,1,8,124990.8
4,0,0,0,1,20,32,6,20241.6
4,0,0,1,1,90,4096,6,49700.4
4,1,1,0,1,50,32,6,19686.0
3,1,1,1,0,50,16,4,12238.6
5,0,1,0,0,70,4096,10,301475.0
3,1,1,1,1,10,128,8,39303.6
5,0,1,1,1,80,2,4,9180.8
5,0,1,1,1,10,32,4,9201.6
3,0,0,1,1,40,64,4,12128.0
3,1,1,0,1,70,4096,8,38002.8
3,0,1,0,1,60,256,0,11997.2
5,1,0,1,1,70,4096,4,9194.8
4,0,0,1,1,50,4096,0,35931.0
2,0,1,0,0,20,32,4,4835.0
2,0,0,1,1,10,4096,0,17663.6
4,0,1,1,1,80,128,8,125093.8
4,1,0,1,1,20,256,10,414464.8
3,0,1,0,1,20,64,8,38494.0
4,0,1,0,1,90,64,8,39270.8
2,0,1,0,1,20,32,6,87299.6
1,1,1,0,1,10,2,4,13387.4
4,1,0,1,1,70,4096,10,414022.6
5,1,0,0,1,20,256,0,9147.2
3,1,1,1,0,100,64,6,10699.0
1,0,1,0,0,50,128,4,11873.4
1,0,1,0,1,10,64,8,99481.2
3,1,1,0,1,40,16,2,12253.6
5,1,1,0,1,90,64,10,300825.6
3,1,1,0,1,60,2048,4,12096.6
2,1,1,1,1,90,4096,2,17686.0
5,0,0,0,1,100,2048,4,9158.6
5,1,1,0,0,70,4096,8,122098.2
3,0,0,1,0,20,128,0,12222.4
5,0,0,1,0,10,2,0,9204.8
3,0,1,0,1,60,2048,4,12359.8
4,1,1,1,1,100,16,4,43510.8
5,0,1,0,0,20,64,4,9109.6
5,1,0,0,1,60,1024,4,9161.0
5,0,0,1,0,10,2,10,298701.6
4,0,0,1,0,40,256,2,35916.2
1,0,0,0,0,40,2,0,17663.4
1,0,0,0,0,80,4,0,17774.0
3,1,1,1,0,40,2,2,13145.2
3,0,1,0,1,60,256,10,48533.0
5,0,1,0,1,70,128,4,9122.6
1,0,0,0,0,30,4096,0,17773.0
1,0,1,1,0,90,256,10,102892.2
1,1,0,1,0,90,16,4,11904.8
4,1,0,0,0,30,2048,4,13260.4
2,0,1,0,1,20,4,6,73156.6
3,1,0,0,0,80,512,10,48617.8
4,1,0,1,1,90,128,6,49448.8
5,0,1,1,0,10,256,2,9262.4
1,1,0,1,0,40,2,2,17711.2
3,1,0,1,0,0,4096,0,15862.8
3,1,0,1,1,40,16,10,48049.2
5,0,0,0,1,70,4,2,9199.2
1,1,0,1,1,10,64,4,12370.0
5,1,1,1,0,40,512,8,122142.4
1,1,0,1,1,50,128,4,11835.2
1,0,0,1,1,0,128,4,18478.4
1,0,1,0,0,20,4096,0,17692.2
5,0,1,1,0,0,4,2,9286.2
2,0,1,0,1,0,32,2,11389.6
5,1,0,0,1,100,32,0,9172.6
5,0,1,1,0,70,4,6,47350.8
3,1,0,1,1,50,64,2,12099.0
1,0,0,0,1,0,16,0,17876.6
1,0,0,0,0,50,1,4,15250.8
1,0,0,1,0,20,128,0,17702.0
5,0,0,0,1,90,32,8,122046.6
5,0,1,1,0,0,128,4,9245.8
3,0,1,0,0,80,8,4,12373.6
1,1,1,0,1,30,1024,4,11858.6
4,0,1,1,1,10,128,4,43178.0
5,1,1,0,0,0,64,2,9193.4
4,1,1,1,1,30,64,8,124239.4
3,0,1,1,0,20,8,8,37470.4
1,0,1,1,1,50,512,6,90976.8
1,1,0,1,0,90,512,8,103216.4
5,0,0,0,1,10,32,0,9199.0
4,0,1,1,1,80,32,6,49452.4
4,0,0,1,0,100,1,10,418916.2
5,1,0,1,0,100,1,0,9159.6
