new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,0,0,0,1,90,256,2,12097.6
2,1,0,1,0,0,2,6,123669.4
5,1,1,0,1,0,8,10,298263.0
3,0,1,0,0,0,2,8,44194.0
4,1,1,0,0,0,4096,8,75934.2
4,0,0,0,1,80,256,8,39220.0
2,1,1,1,1,10,1024,10,105609.6
4,0,0,0,1,100,2048,2,8915.4
2,0,0,0,1,0,32,10,85331.4
5,0,1,1,0,70,64,8,121631.2
4,1,0,1,1,10,128,0,35923.6
4,1,1,1,1,30,16,2,35915.6
1,0,0,1,0,90,16,2,17697.4
4,1,0,0,1,20,2048,8,41909.2
3,0,1,0,1,100,256,4,12085.6
3,0,1,0,0,0,1024,8,44363.0
2,0,1,1,1,90,2048,6,90924.8
3,1,1,0,0,0,32,6,20842.6
4,1,1,1,1,20,4,10,415732.6
1,0,1,1,0,80,1024,0,17697.4
1,1,1,0,1,10,512,2,17674.6
3,0,1,1,0,50,2048,6,10702.4
3,0,1,0,1,30,1024,4,12112.4
4,1,0,0,1,70,2048,8,39333.2
1,1,0,0,1,90,512,6,88927.2
2,0,1,0,1,30,4096,4,4558.4
3,0,0,0,0,100,128,8,37892.4
2,0,1,1,1,0,512,4,18476.4
1,0,1,0,0,0,4096,8,85202.0
3,0,1,0,0,10,256,6,11723.4
1,0,0,0,0,10,4,4,12477.0
2,0,1,0,1,40,32,0,4937.2
4,0,0,1,0,10,2048,6,48570.2
1,0,0,0,1,50,2048,8,101329.0
3,0,1,1,0,30,64,4,12151.6
2,0,0,0,1,60,256,4,4447.0
2,0,1,1,0,80,256,6,90698.2
3,1,0,0,0,40,32,6,10815.4
1,1,1,1,0,10,32,6,93953.6
3,0,1,0,1,60,1,6,18057.8
3,1,1,1,0,50,64,8,38065.8
5,0,0,1,0,50,4096,0,9183.2
3,0,0,0,0,80,1,0,14542.2
3,0,0,0,0,70,32,6,10846.4
4,1,1,0,1,60,32,0,8935.4
4,1,1,0,1,40,32,8,41009.8
2,0,1,0,0,70,32,6,88040.4
3,1,1,0,1,90,1024,8,37717.2
4,0,1,0,0,60,16,6,20339.4
5,0,0,0,1,90,256,4,9137.2
1,1,1,1,1,60,1,8,125262.0
3,1,0,0,1,70,2,0,12955.2
4,1,0,0,0,80,256,4,12842.4
3,0,0,0,1,90,1,0,14237.6
2,1,1,1,0,50,4096,8,103003.6
4,0,0,0,0,50,4096,10,114032.8
2,0,0,1,1,0,1024,8,131395.6
5,1,1,0,0,40,256,4,9212.4
5,0,0,0,0,10,4096,0,9167.2
4,1,1,1,0,70,512,6,49252.6
1,0,0,0,1,0,16,2,17931.2
4,1,0,1,0,40,4096,6,49244.4
5,0,0,1,0,0,1024,2,9211.4
3,1,0,1,0,20,256,8,38422.8
1,1,1,0,0,50,4096,8,101309.6
4,1,1,1,0,100,128,6,49491.4
3,1,0,1,0,10,128,0,12440.8
5,1,0,0,0,40,16,0,9230.6
4,1,1,1,0,0,8,6,40915.8
3,1,1,0,0,70,4096,4,12160.6
4,0,0,1,0,30,1024,4,43436.8
1,0,1,0,0,70,16,6,84375.2
4,1,1,1,0,100,1024,2,35786.4
1,0,0,1,0,70,16,2,17761.6
3,1,1,1,0,20,128,2,12151.8
5,1,0,1,1,40,16,6,47563.2
5,1,0,0,0,70,8,2,9174.2
5,1,1,1,0,70,2,6,47728.6
1,0,0,1,1,10,4096,2,17724.8
1,0,1,1,1,60,4096,2,17736.2
1,0,0,0,1,30,8,10,86161.6
3,0,1,0,1,90,16,10,47431.0
5,1,0,1,0,50,64,2,9192.2
2,0,1,0,0,70,4,0,5503.4
5,0,1,1,0,70,8,8,121230.2
4,0,1,0,0,60,1024,2,8927.0
1,0,1,1,1,40,1,2,17740.8
4,1,1,1,1,80,8,6,49480.2
3,1,0,0,1,10,1024,6,11710.4
1,0,0,1,0,60,4096,8,102617.2
1,0,0,0,1,20,2,10,80483.2
1,0,0,0,1,70,4,6,72850.8
3,1,1,1,1,40,1024,0,12034.6
2,1,1,1,0,50,64,2,17638.6
2,1,0,0,0,0,512,2,11403.6
5,0,1,0,1,0,1024,4,9231.6
2,0,0,1,0,50,8,2,17664.4
2,1,0,0,0,0,4096,2,11411.4
5,1,0,1,0,90,4,2,9183.4
4,0,1,0,0,50,16,8,41967.6
