new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,1,1,1,0,50,2,2,9129.4
4,0,1,0,0,20,16,2,9153.0
5,0,1,1,0,80,1,4,9092.8
3,0,1,1,0,10,64,6,11703.4
2,1,0,0,1,70,128,0,4786.0
4,0,0,0,1,40,128,8,40833.6
1,1,0,1,1,100,512,6,90608.0
3,0,1,1,0,90,8,2,12498.8
4,1,1,0,1,50,2,6,26327.2
2,1,1,1,1,50,1,2,17633.0
5,0,0,1,0,10,2,2,9179.6
3,0,1,1,0,10,8,2,12498.8
2,0,0,1,0,90,8,2,17638.4
3,0,0,1,1,70,128,2,12171.8
5,1,1,1,0,50,2,0,9220.2
3,0,1,1,0,10,2,0,13139.6
4,0,0,0,0,40,32,0,8996.4
3,1,1,1,0,20,2048,4,12199.0
3,1,1,0,0,30,8,8,37449.0
5,0,0,0,0,10,8,8,120931.6
1,0,0,0,0,10,2,2,17752.0
3,0,0,0,1,10,2,2,13237.2
4,1,1,1,1,10,4,0,35745.4
1,0,0,0,1,10,2,6,73799.4
1,0,0,1,1,20,128,10,103801.6
5,1,0,1,0,90,8,6,47703.6
5,0,0,1,1,40,16,0,9151.0
3,0,1,1,0,40,64,4,12060.2
3,0,0,0,0,90,32,10,48588.8
3,1,1,1,0,0,32,4,15957.6
2,0,1,1,1,40,128,10,102855.6
2,0,1,1,0,70,64,4,11835.4
4,1,0,1,1,100,1,6,48832.8
3,0,0,0,1,70,1,10,50113.8
1,1,0,1,0,20,32,0,17749.6
5,0,1,1,1,90,16,2,9122.8
4,0,1,0,1,10,32,4,14015.6
1,0,0,1,1,10,512,6,93613.8
4,1,0,1,1,100,2,6,49089.6
3,1,1,1,1,0,8,0,15904.6
3,0,1,0,0,100,1,2,14388.2
4,0,1,1,1,90,1,6,48922.2
1,1,0,1,0,90,64,10,102813.8
5,0,1,0,0,20,64,4,9109.6
1,1,1,1,1,100,512,0,17761.4
3,0,1,1,1,70,2048,6,10692.4
4,1,1,1,1,50,32,10,414089.6
5,1,1,1,1,20,512,10,298414.2
5,1,1,0,0,100,8,8,122033.0
3,0,1,1,1,70,16,4,12148.2
3,1,0,0,1,80,32,4,12062.4
1,0,1,1,1,40,64,0,17763.4
5,1,1,1,0,0,8,10,299285.8
3,0,1,1,0,80,2048,0,12096.6
5,1,1,0,1,90,16,0,9138.6
5,1,0,0,1,40,512,0,9176.8
4,0,1,1,0,0,64,10,420255.6
3,0,1,1,0,20,1,4,14296.0
5,0,1,0,0,0,2,0,9256.6
1,1,0,0,1,10,8,6,76878.6
4,0,1,1,0,0,128,10,421752.2
3,1,1,0,1,10,8,0,12480.0
3,1,0,1,0,100,512,0,12199.2
5,0,1,0,1,100,128,6,47685.2
3,0,1,0,0,80,2048,4,12093.8
3,0,0,0,1,50,32,6,10935.4
3,1,1,0,1,50,4096,6,10737.2
2,1,1,1,0,20,2048,0,17697.8
4,0,1,1,0,20,4,2,35801.2
4,1,0,1,0,0,256,0,35457.4
3,0,1,0,1,30,1024,10,48657.6
4,0,0,0,0,20,4,2,9453.6
1,1,1,0,0,80,32,2,17870.2
2,0,0,0,1,60,32,6,88001.0
3,0,1,0,1,0,1,8,44226.2
1,1,1,1,1,50,256,8,102862.6
3,0,0,0,0,80,64,8,38089.4
3,1,0,0,1,0,8,6,20803.4
3,0,0,1,1,50,4096,6,10738.2
5,0,1,1,1,40,4,0,9102.6
5,1,1,0,1,40,1024,10,303510.0
1,0,1,0,1,50,64,8,101280.4
1,0,0,1,0,20,4,2,17694.2
2,0,0,0,1,80,1,2,11234.2
1,1,1,1,1,40,64,6,91169.8
2,1,0,0,0,0,4,8,85135.0
1,1,1,1,1,100,4096,6,90904.4
2,0,1,0,1,80,32,2,4686.8
3,1,1,1,0,40,4,2,13011.8
3,1,1,0,1,0,32,10,48072.8
1,1,1,0,1,40,4,8,80966.0
2,1,1,0,1,80,128,6,85414.4
2,1,1,1,0,40,128,6,91058.4
2,1,1,0,0,80,512,4,4305.8
4,1,0,1,1,90,2,0,35803.4
2,0,1,1,1,80,256,2,17672.0
2,0,0,0,0,10,32,2,5796.0
1,0,1,1,1,80,256,2,17735.8
3,0,1,1,1,10,1024,0,12431.4
5,1,0,1,1,70,4,2,9141.8
