new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,0,0,0,10,512,4,12344.4
4,0,1,1,0,90,256,10,415998.8
4,0,0,1,1,0,2048,8,115849.4
4,0,0,1,1,60,128,6,49270.6
3,0,1,0,1,60,32,0,12191.2
1,1,1,1,1,70,4,10,113844.0
2,0,1,1,1,30,256,2,17614.6
3,1,1,0,1,80,1024,0,12083.4
1,1,0,0,0,20,2048,10,101154.2
1,1,0,0,0,50,64,2,17779.6
3,1,1,0,0,0,1024,4,16004.4
4,1,1,0,0,90,64,0,8925.2
1,1,0,1,1,20,128,0,17710.8
4,1,0,0,0,100,1,6,34783.0
1,1,1,0,0,10,512,0,17695.0
4,0,0,1,1,70,1024,0,35697.8
5,0,0,1,0,50,1,2,9223.0
2,0,0,0,0,60,128,6,88462.0
2,0,0,0,1,80,256,8,101485.8
1,0,0,0,0,40,32,4,11883.4
5,1,1,1,1,70,512,0,9161.6
4,1,1,1,0,10,1024,8,124225.8
3,1,0,0,1,60,64,10,48406.0
4,1,1,1,0,40,128,4,43498.4
3,1,0,1,1,100,1,8,42985.4
4,1,0,1,0,10,16,10,417530.8
1,1,1,1,0,100,512,8,102708.0
1,0,1,0,0,30,16,10,96657.2
4,1,1,0,0,10,2048,0,9251.0
1,1,0,1,0,60,128,6,90927.6
3,1,0,1,1,50,128,10,48928.0
1,0,0,0,0,30,128,8,100385.0
4,1,1,1,0,10,2048,10,416269.0
5,1,1,0,0,40,128,10,301284.4
4,1,0,1,1,60,4,10,414602.0
1,0,0,1,1,60,128,4,11847.0
3,1,1,1,1,60,512,8,37901.2
3,1,0,0,1,60,8,2,12576.0
2,1,1,0,0,10,32,8,98639.2
2,1,0,0,1,20,8,0,5333.4
3,1,1,0,1,80,4,10,46699.4
5,1,0,0,1,50,32,4,9154.6
4,1,0,0,1,60,64,0,8940.2
4,1,0,0,0,60,128,2,8935.4
3,1,1,0,1,90,4096,8,37662.4
3,0,0,1,0,40,2048,2,11986.2
1,1,0,1,1,90,1024,4,11808.0
1,1,1,1,1,80,8,0,17696.0
2,1,0,0,1,30,64,8,100479.2
1,1,1,1,0,20,256,8,103743.6
5,1,1,1,1,0,8,4,9223.0
1,1,0,0,1,80,64,4,11848.4
4,1,0,0,1,50,32,0,8965.6
3,0,0,1,1,30,4,8,37668.8
3,1,0,1,1,80,8,0,12556.8
1,1,1,0,0,100,2,6,73404.4
4,1,1,1,1,20,32,8,124170.0
4,1,0,0,1,100,1,0,10117.8
2,1,0,0,1,70,64,10,101438.8
4,0,1,1,1,60,64,0,35729.0
4,1,1,0,0,60,4,0,9366.0
3,1,1,0,0,90,1,8,42691.4
1,1,0,1,1,80,4,8,114095.6
5,0,1,1,1,80,8,6,47623.0
4,0,1,1,1,40,1,2,35869.8
2,1,0,1,1,80,2048,4,11869.0
5,1,0,0,1,30,32,2,9168.6
5,1,0,1,0,80,4,0,9201.0
2,0,0,0,1,60,8,6,76489.0
4,1,1,1,1,80,4,4,43370.6
5,1,1,0,1,20,32,8,121580.4
2,1,0,1,0,40,2,10,117664.0
4,0,1,0,1,60,4,0,9398.8
1,0,1,0,0,60,32,0,17808.4
5,1,0,0,0,50,32,8,121375.4
3,1,1,0,1,10,1,10,50349.4
4,1,0,1,1,80,256,10,414894.8
2,0,1,1,0,80,8,0,17648.8
5,1,0,1,0,90,8,4,9186.6
3,0,1,1,1,80,64,6,10656.8
2,0,1,1,1,70,64,0,17652.6
3,0,0,1,0,60,512,4,12009.6
2,0,0,1,0,100,4096,0,17654.6
1,0,0,0,1,100,1,2,17706.8
3,1,1,1,1,60,32,4,12212.0
4,0,0,0,0,80,1,10,265976.0
3,1,0,0,0,10,64,6,11683.4
5,1,1,1,1,80,4096,4,9204.8
5,0,0,1,1,50,2048,0,9204.8
5,0,0,0,0,50,2048,4,9151.0
5,1,1,0,1,90,2048,4,9187.2
3,0,1,0,0,80,4096,6,10607.6
5,0,0,0,1,60,2048,2,9168.4
2,0,1,1,0,90,2048,0,17654.6
5,0,0,1,0,0,512,4,9271.6
5,0,0,0,0,0,1024,0,9246.6
1,0,1,0,0,50,2,0,17605.8
5,1,1,1,1,60,1024,4,9235.8
1,0,0,1,0,60,128,0,17773.2
3,0,0,1,0,50,16,0,12254.8
