new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,1,1,0,40,16,0,17637.4
5,1,1,0,1,0,2048,6,47383.6
1,0,0,0,1,50,1024,8,101345.0
4,0,0,0,0,10,128,0,9259.4
1,1,0,1,0,30,4,2,17760.2
5,0,0,1,0,30,32,10,303344.2
4,1,0,1,1,90,1,10,420124.2
1,0,1,0,0,50,4096,10,100959.0
5,1,1,0,0,80,64,0,9163.8
2,0,0,0,0,40,1,10,83338.6
4,0,0,0,1,10,4,0,9541.2
4,0,1,1,0,10,2,8,123677.6
3,1,0,0,0,70,64,8,37987.6
4,0,1,0,0,30,2,8,59101.4
2,0,1,0,1,70,64,6,89606.2
5,1,0,0,0,80,64,0,9161.8
1,1,0,1,0,30,128,0,17728.2
3,1,1,0,1,100,128,8,37941.6
3,1,0,0,0,10,4,2,13040.4
2,0,0,1,0,90,256,0,17645.0
2,1,1,0,0,30,32,6,86912.8
4,0,0,0,1,60,256,8,39081.8
5,1,0,1,0,0,2048,4,9298.6
3,0,0,1,0,100,1024,6,10586.0
1,0,0,1,1,80,4,6,103081.6
3,1,1,0,0,80,2,2,13198.4
4,1,0,0,1,10,4,2,9552.6
2,1,0,0,0,10,2,2,7808.6
4,0,0,0,1,90,256,2,8903.6
2,0,1,0,1,50,64,0,4865.0
2,0,1,1,0,0,1,4,18448.0
2,0,1,0,0,50,2048,8,101450.2
3,0,0,0,0,60,1,2,14278.4
3,0,0,0,0,50,4096,6,10722.0
3,0,0,0,1,50,64,6,10847.6
5,0,1,0,0,60,1,8,121257.8
5,0,1,0,0,80,128,2,9145.0
3,1,0,1,0,10,2,6,15745.6
4,1,0,1,0,30,128,2,35817.6
5,1,0,1,0,40,512,4,9182.6
5,0,1,0,0,80,128,2,9145.0
2,0,0,0,0,0,64,6,82230.6
3,0,1,0,1,50,4096,2,12099.6
3,0,0,1,1,40,64,6,10734.0
4,0,1,1,0,10,64,6,48579.4
1,0,0,1,1,80,4,6,103081.6
1,1,1,0,0,10,64,8,99892.6
1,0,0,1,0,80,128,10,102760.6
4,1,1,0,0,10,1,2,10134.8
2,0,1,1,0,0,4096,8,131588.4
4,0,0,1,0,70,1,2,35587.0
3,1,1,0,0,20,64,6,10876.2
1,0,0,0,0,70,2,10,79985.8
1,1,0,1,1,90,256,2,17752.4
5,0,1,1,1,80,32,6,47740.2
2,0,1,0,1,80,2048,2,4688.0
2,0,0,0,1,40,32,6,87840.4
2,0,1,0,1,10,4,2,6142.0
4,1,1,1,0,40,1,8,123526.2
1,0,0,0,1,0,4,8,85088.8
1,1,0,1,1,80,64,10,102855.0
5,0,1,1,1,70,128,4,9170.0
5,0,0,1,0,40,64,6,47608.4
1,0,0,0,1,80,2048,0,17702.8
1,1,0,1,0,10,16,2,17746.2
2,1,0,1,0,70,1,10,125449.2
2,1,1,0,0,50,2048,8,101514.0
3,0,0,0,0,90,4096,4,12103.2
4,1,0,0,1,20,64,8,41819.4
4,0,1,1,0,70,8,10,416930.2
2,1,0,1,0,90,4,8,114082.2
4,0,0,0,0,10,128,0,9259.4
1,0,0,0,0,50,2048,0,17758.4
1,1,1,1,1,30,1,2,17699.4
3,1,1,0,1,70,8,4,12598.6
1,0,1,1,1,80,16,8,105505.8
3,0,1,0,0,60,256,8,38139.6
5,1,0,1,0,50,32,6,47983.2
3,0,0,0,0,20,512,2,12243.6
1,0,0,1,0,90,256,4,11730.2
3,1,1,1,0,40,8,6,12024.6
1,0,0,1,1,80,4,10,113978.4
4,0,0,1,1,70,256,4,43756.6
3,1,1,1,0,70,2,8,39162.4
1,1,1,0,0,10,512,6,88530.0
4,1,0,0,0,10,128,2,9259.6
4,0,0,1,0,30,64,2,35949.8
5,1,0,0,0,50,2,10,301638.2
1,1,0,0,0,20,1024,10,101440.4
2,0,1,1,1,90,4,10,114044.2
4,1,0,1,1,100,512,4,43608.6
3,1,1,0,0,100,2,0,13362.8
3,0,0,1,0,0,256,8,44444.0
4,1,1,1,1,30,1,2,35696.0
5,1,1,1,0,40,4,8,121483.0
2,1,1,0,0,0,4096,6,82039.4
3,0,1,1,0,10,128,6,11639.2
1,1,0,1,0,40,16,10,105651.0
4,1,0,1,1,60,512,4,43776.4
4,1,0,1,0,10,2,6,48272.4
